2025-08-08T22:43:59.4151505Z Container start method called.
2025-08-08T22:43:59.4718303Z Establishing network.
2025-08-08T22:43:59.4727665Z Pulling image: appsvc/python:3.11_20250723.2.tuxprod.
2025-08-08T22:45:49.9409839Z Image appsvc/python:3.11_20250723.2.tuxprod is pulled from registry 10.1.0.4:13209
2025-08-08T22:45:49.9511893Z Container is starting.
2025-08-08T22:45:49.9600526Z Establishing user namespace if not established already.
2025-08-08T22:45:49.9702017Z Establishing network if not established already.
2025-08-08T22:45:49.9790574Z Mounting volumes.
2025-08-08T22:45:49.9883550Z Nested mountpoint 
2025-08-08T22:45:50.0188076Z Nested mountpoint volatile/logs
2025-08-08T22:45:50.0298982Z Nested mountpoint 
2025-08-08T22:45:50.2351703Z Nested mountpoint 
2025-08-08T22:45:50.2751178Z Nested mountpoint 
2025-08-08T22:45:51.9240385Z Creating container.
2025-08-08T22:45:51.9380186Z Creating pipes for streaming container io.
2025-08-08T22:45:51.9483420Z Creating stdout named pipe at /podr/container/pipe/24b190aba07a_newsroom-ai/stdout_8ee73469c4f84bf4984e3b719dc409bb.
2025-08-08T22:45:51.9505905Z Successfully created stdout named pipe at: /podr/container/pipe/24b190aba07a_newsroom-ai/stdout_8ee73469c4f84bf4984e3b719dc409bb.
2025-08-08T22:45:51.9513195Z Opening named pipe /podr/container/pipe/24b190aba07a_newsroom-ai/stdout_8ee73469c4f84bf4984e3b719dc409bb for reading in non-blocking mode.
2025-08-08T22:45:51.9592491Z Successfully opened named pipe: /podr/container/pipe/24b190aba07a_newsroom-ai/stdout_8ee73469c4f84bf4984e3b719dc409bb.
2025-08-08T22:45:51.9599322Z Successfully removed non-blocking flag from /podr/container/pipe/24b190aba07a_newsroom-ai/stdout_8ee73469c4f84bf4984e3b719dc409bb.
2025-08-08T22:45:51.9687798Z Creating stderr named pipe at /podr/container/pipe/24b190aba07a_newsroom-ai/stderr_d142cf29f2e74d4490da017aeacd05c0.
2025-08-08T22:45:51.9795997Z Successfully created stderr named pipe at: /podr/container/pipe/24b190aba07a_newsroom-ai/stderr_d142cf29f2e74d4490da017aeacd05c0.
2025-08-08T22:45:51.9879578Z Opening named pipe /podr/container/pipe/24b190aba07a_newsroom-ai/stderr_d142cf29f2e74d4490da017aeacd05c0 for reading in non-blocking mode.
2025-08-08T22:45:51.9897988Z Successfully opened named pipe: /podr/container/pipe/24b190aba07a_newsroom-ai/stderr_d142cf29f2e74d4490da017aeacd05c0.
2025-08-08T22:45:51.9968631Z Successfully removed non-blocking flag from /podr/container/pipe/24b190aba07a_newsroom-ai/stderr_d142cf29f2e74d4490da017aeacd05c0.
2025-08-08T22:45:51.9986373Z Creating container with image: appsvc/python:3.11_20250723.2.tuxprod from registry: 10.1.0.4:13209 and fully qualified image name: 10.1.0.4:13209/appsvc/python:3.11_20250723.2.tuxprod
2025-08-08T22:45:53.0952431Z Starting container: 24b190aba07a_newsroom-ai.
2025-08-08T22:45:53.2132139Z Starting watchers and probes.
2025-08-08T22:45:53.2630242Z Starting metrics collection.
2025-08-08T22:45:53.2829738Z Container is running.
2025-08-08T22:45:54.2309858Z Container start method finished after 114815 ms.
2025-08-08T22:46:27.0967384Z Container has finished running with exit code: 1.
2025-08-08T22:46:27.1274307Z Container is terminating. Grace period: 5 seconds.
2025-08-08T22:46:27.1928354Z Stop and delete container. Retry count = 0
2025-08-08T22:46:27.1953335Z Stopping container: 24b190aba07a_newsroom-ai.
2025-08-08T22:46:27.4090582Z Deleting container: 24b190aba07a_newsroom-ai. Retry count = 0
2025-08-08T22:46:29.0135333Z Container spec TerminationMessagePolicy  path 
2025-08-08T22:51:08.797Z INFO  - f66774ae7759 Extracting 833B / 833B
2025-08-08T22:51:08.983Z INFO  - f66774ae7759 Pull complete
2025-08-08T22:51:09.054Z INFO  - 9d3e177659ba Extracting 124B / 124B
2025-08-08T22:51:09.093Z INFO  - 9d3e177659ba Extracting 124B / 124B
2025-08-08T22:51:09.207Z INFO  - 9d3e177659ba Pull complete
2025-08-08T22:51:09.248Z INFO  - 72b150d989ff Extracting 417B / 417B
2025-08-08T22:51:09.275Z INFO  - 72b150d989ff Extracting 417B / 417B
2025-08-08T22:51:09.306Z INFO  - 72b150d989ff Pull complete
2025-08-08T22:51:09.325Z INFO  - 3a8890c16ee1 Extracting 1KB / 1KB
2025-08-08T22:51:09.429Z INFO  - 3a8890c16ee1 Extracting 1KB / 1KB
2025-08-08T22:51:09.457Z INFO  - 3a8890c16ee1 Pull complete
2025-08-08T22:51:09.460Z INFO  - b4f74be282a8 Extracting 1KB / 1KB
2025-08-08T22:51:09.607Z INFO  - b4f74be282a8 Extracting 1KB / 1KB
2025-08-08T22:51:09.693Z INFO  - b4f74be282a8 Pull complete
2025-08-08T22:51:09.712Z INFO  - 54c588595ccb Extracting 2KB / 2KB
2025-08-08T22:51:09.742Z INFO  - 54c588595ccb Extracting 2KB / 2KB
2025-08-08T22:51:09.783Z INFO  - 54c588595ccb Pull complete
2025-08-08T22:51:09.975Z INFO  - aa5881a808a7 Extracting 121B / 121B
2025-08-08T22:51:10.014Z INFO  - aa5881a808a7 Extracting 121B / 121B
2025-08-08T22:51:10.210Z INFO  - aa5881a808a7 Pull complete
2025-08-08T22:51:10.268Z INFO  - 0d10948fb54a Extracting 1KB / 1KB
2025-08-08T22:51:10.355Z INFO  - 0d10948fb54a Extracting 1KB / 1KB
2025-08-08T22:51:10.402Z INFO  - 0d10948fb54a Pull complete
2025-08-08T22:51:10.432Z INFO  - cce10504149a Extracting 1KB / 1KB
2025-08-08T22:51:10.462Z INFO  - cce10504149a Extracting 1KB / 1KB
2025-08-08T22:51:10.482Z INFO  - cce10504149a Pull complete
2025-08-08T22:51:10.500Z INFO  - 81ac14b1e143 Extracting 356B / 356B
2025-08-08T22:51:10.559Z INFO  - 81ac14b1e143 Extracting 356B / 356B
2025-08-08T22:51:10.599Z INFO  - 81ac14b1e143 Pull complete
2025-08-08T22:51:10.694Z INFO  - 5d89654d990c Extracting 842B / 842B
2025-08-08T22:51:10.898Z INFO  - 5d89654d990c Extracting 842B / 842B
2025-08-08T22:51:10.937Z INFO  - 5d89654d990c Pull complete
2025-08-08T22:51:11.004Z INFO  - b2884c533f11 Extracting 137B / 137B
2025-08-08T22:51:11.043Z INFO  - b2884c533f11 Extracting 137B / 137B
2025-08-08T22:51:11.081Z INFO  - b2884c533f11 Pull complete
2025-08-08T22:51:11.091Z INFO  - 52653cff8975 Extracting 2KB / 2KB
2025-08-08T22:51:11.132Z INFO  - 52653cff8975 Extracting 2KB / 2KB
2025-08-08T22:51:11.706Z INFO  - 52653cff8975 Pull complete
2025-08-08T22:51:11.816Z INFO  - 46283f458752 Extracting 144B / 144B
2025-08-08T22:51:11.828Z INFO  - 46283f458752 Extracting 144B / 144B
2025-08-08T22:51:12.041Z INFO  - 46283f458752 Pull complete
2025-08-08T22:51:12.081Z INFO  - 18bdf1202246 Extracting 11KB / 11KB
2025-08-08T22:51:12.224Z INFO  - 18bdf1202246 Extracting 11KB / 11KB
2025-08-08T22:51:12.253Z INFO  - 18bdf1202246 Pull complete
2025-08-08T22:51:12.571Z INFO  - f9cf866730ad Extracting 128KB / 5MB
2025-08-08T22:51:13.634Z INFO  - f9cf866730ad Extracting 256KB / 5MB
2025-08-08T22:51:14.189Z INFO  - f9cf866730ad Extracting 640KB / 5MB
2025-08-08T22:51:14.316Z INFO  - f9cf866730ad Extracting 832KB / 5MB
2025-08-08T22:51:14.561Z INFO  - f9cf866730ad Extracting 960KB / 5MB
2025-08-08T22:51:14.793Z INFO  - f9cf866730ad Extracting 1MB / 5MB
2025-08-08T22:51:16.441Z INFO  - f9cf866730ad Extracting 2MB / 5MB
2025-08-08T22:51:16.458Z INFO  - f9cf866730ad Extracting 2MB / 5MB
2025-08-08T22:51:17.456Z INFO  - f9cf866730ad Extracting 2MB / 5MB
2025-08-08T22:51:18.729Z INFO  - f9cf866730ad Extracting 2MB / 5MB
2025-08-08T22:51:19.304Z INFO  - f9cf866730ad Extracting 3MB / 5MB
2025-08-08T22:51:19.353Z INFO  - f9cf866730ad Extracting 3MB / 5MB
2025-08-08T22:51:19.734Z INFO  - f9cf866730ad Extracting 3MB / 5MB
2025-08-08T22:51:20.076Z INFO  - f9cf866730ad Extracting 4MB / 5MB
2025-08-08T22:51:20.201Z INFO  - f9cf866730ad Extracting 5MB / 5MB
2025-08-08T22:51:20.597Z INFO  - f9cf866730ad Pull complete
2025-08-08T22:51:20.637Z INFO  - 7b7e7c24cd01 Extracting 16KB / 16KB
2025-08-08T22:51:20.819Z INFO  - 7b7e7c24cd01 Extracting 16KB / 16KB
2025-08-08T22:51:20.865Z INFO  - 7b7e7c24cd01 Pull complete
2025-08-08T22:51:20.896Z INFO  - b2e6613866c5 Extracting 1KB / 1KB
2025-08-08T22:51:21.692Z INFO  - b2e6613866c5 Extracting 1KB / 1KB
2025-08-08T22:51:21.693Z INFO  - b2e6613866c5 Pull complete
2025-08-08T22:51:22.698Z INFO  -  Digest: sha256:517bdc46b4270b6405bed2f7c4bf003d29a64ab1172ad9197e1347b1dca1e3d0
2025-08-08T22:51:22.698Z INFO  -  Status: Downloaded newer image for 10.1.0.6:13209/appsvc/python:3.11_20250723.2.tuxprod
2025-08-08T22:51:23.748Z INFO  - Pull Image successful, Time taken: 279 Seconds
2025-08-08T22:51:32.491Z INFO  - Starting container for site
2025-08-08T22:51:32.500Z INFO  - docker run -d --expose=8000 --name newsroom-ai_0_f7c2bcb1 -e WEBSITE_USE_DIAGNOSTIC_SERVER=false -e WEBSITE_SITE_NAME=newsroom-ai -e WEBSITE_AUTH_ENABLED=False -e WEBSITE_ROLE_INSTANCE_ID=0 -e WEBSITE_HOSTNAME=newsroom-ai.azurewebsites.net -e WEBSITE_INSTANCE_ID=6f2978b61f339eeffd2de0fbd1035abfc785be48acaa2538361e33d044856829 appsvc/python:3.11_20250723.2.tuxprod REDACTED
2025-08-08T22:51:32.501Z INFO  - Logging is not enabled for this container.
Please use https://aka.ms/linux-diagnostics to enable logging to see container logs here.
2025-08-08T22:51:54.165Z INFO  - Initiating warmup request to container newsroom-ai_0_f7c2bcb1 for site newsroom-ai
2025-08-08T22:52:15.893Z INFO  - Waiting for response to warmup request for container newsroom-ai_0_f7c2bcb1. Elapsed time = 21.7307067 sec
2025-08-08T22:52:18.534Z ERROR - Container newsroom-ai_0_f7c2bcb1 for site newsroom-ai has exited, failing site start
2025-08-08T22:52:18.759Z ERROR - Container newsroom-ai_0_f7c2bcb1 didn't respond to HTTP pings on port: 8000. Failing site start. See container logs for debugging.
2025-08-08T22:52:19.943Z INFO  - Stopping site newsroom-ai because it failed during startup.
2025-08-08T22:53:01.6006336Z Container start method called.
2025-08-08T22:53:01.6209656Z Establishing network.
2025-08-08T22:53:01.6225379Z Pulling image: appsvc/python:3.11_20250723.2.tuxprod.
2025-08-08T22:53:03.9273722Z Container is starting.
2025-08-08T22:53:03.9283272Z Establishing user namespace if not established already.
2025-08-08T22:53:03.9289497Z Establishing network if not established already.
2025-08-08T22:53:03.9294745Z Mounting volumes.
2025-08-08T22:53:03.9382087Z Nested mountpoint 
2025-08-08T22:53:03.9572529Z Nested mountpoint volatile/logs
2025-08-08T22:53:03.9876704Z Nested mountpoint 
2025-08-08T22:53:04.0135591Z Nested mountpoint 
2025-08-08T22:53:04.0554386Z Nested mountpoint 
2025-08-08T22:53:05.1103801Z Creating container.
2025-08-08T22:53:05.1107528Z Creating pipes for streaming container io.
2025-08-08T22:53:05.1188634Z Creating stdout named pipe at /podr/container/pipe/52250ce59fb5_newsroom-ai/stdout_c7b897f532b94cb3a71e6a51bfd7ca2f.
2025-08-08T22:53:05.1213983Z Successfully created stdout named pipe at: /podr/container/pipe/52250ce59fb5_newsroom-ai/stdout_c7b897f532b94cb3a71e6a51bfd7ca2f.
2025-08-08T22:53:05.1289324Z Opening named pipe /podr/container/pipe/52250ce59fb5_newsroom-ai/stdout_c7b897f532b94cb3a71e6a51bfd7ca2f for reading in non-blocking mode.
2025-08-08T22:53:05.1487810Z Successfully opened named pipe: /podr/container/pipe/52250ce59fb5_newsroom-ai/stdout_c7b897f532b94cb3a71e6a51bfd7ca2f.
2025-08-08T22:53:05.1501640Z Successfully removed non-blocking flag from /podr/container/pipe/52250ce59fb5_newsroom-ai/stdout_c7b897f532b94cb3a71e6a51bfd7ca2f.
2025-08-08T22:53:05.1509310Z Creating stderr named pipe at /podr/container/pipe/52250ce59fb5_newsroom-ai/stderr_a3676a8bf0fc402ab9e87fcc6235da78.
2025-08-08T22:53:05.1574901Z Successfully created stderr named pipe at: /podr/container/pipe/52250ce59fb5_newsroom-ai/stderr_a3676a8bf0fc402ab9e87fcc6235da78.
2025-08-08T22:53:05.1606646Z Opening named pipe /podr/container/pipe/52250ce59fb5_newsroom-ai/stderr_a3676a8bf0fc402ab9e87fcc6235da78 for reading in non-blocking mode.
2025-08-08T22:53:05.1614489Z Successfully opened named pipe: /podr/container/pipe/52250ce59fb5_newsroom-ai/stderr_a3676a8bf0fc402ab9e87fcc6235da78.
2025-08-08T22:53:05.1707200Z Successfully removed non-blocking flag from /podr/container/pipe/52250ce59fb5_newsroom-ai/stderr_a3676a8bf0fc402ab9e87fcc6235da78.
2025-08-08T22:53:05.1711948Z Creating container with image: appsvc/python:3.11_20250723.2.tuxprod from registry: 10.1.0.4:13209 and fully qualified image name: 10.1.0.4:13209/appsvc/python:3.11_20250723.2.tuxprod
2025-08-08T22:53:06.0031183Z Starting container: 52250ce59fb5_newsroom-ai.
2025-08-08T22:53:06.1265775Z Starting watchers and probes.
2025-08-08T22:53:06.1273535Z Starting metrics collection.
2025-08-08T22:53:06.1284016Z Container is running.
2025-08-08T22:53:06.3692297Z Container start method finished after 4741 ms.
2025-08-08T22:53:23.7600555Z Container has finished running with exit code: 1.
2025-08-08T22:53:23.7614317Z Container is terminating. Grace period: 5 seconds.
2025-08-08T22:53:23.7801477Z Stop and delete container. Retry count = 0
2025-08-08T22:53:23.7876809Z Stopping container: 52250ce59fb5_newsroom-ai.
2025-08-08T22:53:23.8861738Z Deleting container: 52250ce59fb5_newsroom-ai. Retry count = 0
2025-08-08T22:53:24.8448318Z Container spec TerminationMessagePolicy  path 
2025-08-08T22:53:24.8543223Z Container is terminated. Total time elapsed: 1069 ms.
2025-08-08T22:53:24.8560508Z Site container: newsroom-ai terminated during site startup.
2025-08-08T22:53:24.8664983Z Site startup probe failed after 18.4243634 seconds.
2025-08-08T22:53:24.8955188Z Failed to start site. Revert by stopping site.
2025-08-08T22:53:24.8960272Z Site: newsroom-ai stopped.
2025-08-08T22:53:29.551Z INFO  - 3.11_20250723.2.tuxprod Pulling from appsvc/python
2025-08-08T22:53:29.608Z INFO  -  Digest: sha256:517bdc46b4270b6405bed2f7c4bf003d29a64ab1172ad9197e1347b1dca1e3d0
2025-08-08T22:53:29.608Z INFO  -  Status: Image is up to date for 10.1.0.6:13209/appsvc/python:3.11_20250723.2.tuxprod
2025-08-08T22:53:29.656Z INFO  - Pull Image successful, Time taken: 0 Seconds
2025-08-08T22:53:29.937Z INFO  - Starting container for site
2025-08-08T22:53:29.938Z INFO  - docker run -d --expose=8000 --name newsroom-ai_0_60ab9c93 -e WEBSITE_USE_DIAGNOSTIC_SERVER=false -e WEBSITE_SITE_NAME=newsroom-ai -e WEBSITE_AUTH_ENABLED=False -e WEBSITE_ROLE_INSTANCE_ID=0 -e WEBSITE_HOSTNAME=newsroom-ai.azurewebsites.net -e WEBSITE_INSTANCE_ID=6f2978b61f339eeffd2de0fbd1035abfc785be48acaa2538361e33d044856829 appsvc/python:3.11_20250723.2.tuxprod REDACTED
2025-08-08T22:53:29.939Z INFO  - Logging is not enabled for this container.
Please use https://aka.ms/linux-diagnostics to enable logging to see container logs here.
2025-08-08T22:53:34.376Z INFO  - Initiating warmup request to container newsroom-ai_0_60ab9c93 for site newsroom-ai
2025-08-08T22:53:47.964Z ERROR - Container newsroom-ai_0_60ab9c93 for site newsroom-ai has exited, failing site start
2025-08-08T22:53:47.993Z ERROR - Container newsroom-ai_0_60ab9c93 didn't respond to HTTP pings on port: 8000. Failing site start. See container logs for debugging.
2025-08-08T22:53:48.012Z INFO  - Stopping site newsroom-ai because it failed during startup.
2025-08-08T23:11:01.1383394Z Container start method called.
2025-08-08T23:11:01.1490917Z Establishing network.
2025-08-08T23:11:01.1594585Z Pulling image: appsvc/python:3.11_20250723.2.tuxprod.
2025-08-08T23:11:03.1228365Z Container is starting.
2025-08-08T23:11:03.1241147Z Establishing user namespace if not established already.
2025-08-08T23:11:03.1302594Z Establishing network if not established already.
2025-08-08T23:11:03.1317680Z Mounting volumes.
2025-08-08T23:11:03.1511370Z Nested mountpoint 
2025-08-08T23:11:03.2186238Z Nested mountpoint volatile/logs
2025-08-08T23:11:03.2872987Z Nested mountpoint 
2025-08-08T23:11:03.3550706Z Nested mountpoint 
2025-08-08T23:11:03.4031251Z Nested mountpoint 
2025-08-08T23:11:05.3013992Z Creating container.
2025-08-08T23:11:05.3582400Z Creating pipes for streaming container io.
2025-08-08T23:11:05.3596549Z Creating stdout named pipe at /podr/container/pipe/63bd3bacd4f6_newsroom-ai/stdout_31c4d2bbdfcd422f9aeec54a7135ad12.
2025-08-08T23:11:05.3779011Z Successfully created stdout named pipe at: /podr/container/pipe/63bd3bacd4f6_newsroom-ai/stdout_31c4d2bbdfcd422f9aeec54a7135ad12.
2025-08-08T23:11:05.3786903Z Opening named pipe /podr/container/pipe/63bd3bacd4f6_newsroom-ai/stdout_31c4d2bbdfcd422f9aeec54a7135ad12 for reading in non-blocking mode.
2025-08-08T23:11:05.3860070Z Successfully opened named pipe: /podr/container/pipe/63bd3bacd4f6_newsroom-ai/stdout_31c4d2bbdfcd422f9aeec54a7135ad12.
2025-08-08T23:11:05.3874183Z Successfully removed non-blocking flag from /podr/container/pipe/63bd3bacd4f6_newsroom-ai/stdout_31c4d2bbdfcd422f9aeec54a7135ad12.
2025-08-08T23:11:05.3979930Z Creating stderr named pipe at /podr/container/pipe/63bd3bacd4f6_newsroom-ai/stderr_946a5fe87da54438a964b73c9c9ec278.
2025-08-08T23:11:05.4053793Z Successfully created stderr named pipe at: /podr/container/pipe/63bd3bacd4f6_newsroom-ai/stderr_946a5fe87da54438a964b73c9c9ec278.
2025-08-08T23:11:05.4069136Z Opening named pipe /podr/container/pipe/63bd3bacd4f6_newsroom-ai/stderr_946a5fe87da54438a964b73c9c9ec278 for reading in non-blocking mode.
2025-08-08T23:11:05.4158409Z Successfully opened named pipe: /podr/container/pipe/63bd3bacd4f6_newsroom-ai/stderr_946a5fe87da54438a964b73c9c9ec278.
2025-08-08T23:11:05.4358072Z Successfully removed non-blocking flag from /podr/container/pipe/63bd3bacd4f6_newsroom-ai/stderr_946a5fe87da54438a964b73c9c9ec278.
2025-08-08T23:11:05.4373488Z Creating container with image: appsvc/python:3.11_20250723.2.tuxprod from registry: 10.1.0.4:13209 and fully qualified image name: 10.1.0.4:13209/appsvc/python:3.11_20250723.2.tuxprod
2025-08-08T23:11:07.7427790Z Starting container: 63bd3bacd4f6_newsroom-ai.
2025-08-08T23:11:07.9065164Z Starting watchers and probes.
2025-08-08T23:11:07.9653713Z Starting metrics collection.
2025-08-08T23:11:07.9774819Z Container is running.
2025-08-08T23:11:09.2314842Z Container start method finished after 8092 ms.
2025-08-08T23:14:59.6161013Z Site startup probe failed after 230.2851973 seconds.
2025-08-08T23:15:00.1405933Z Failed to start site. Revert by stopping site.
2025-08-08T23:15:00.3186185Z Container is terminating. Grace period: 5 seconds.
2025-08-08T23:15:00.6405783Z Stop and delete container. Retry count = 0
2025-08-08T23:15:00.6706324Z Stopping container: 63bd3bacd4f6_newsroom-ai.
2025-08-08T23:15:02.1264649Z Deleting container: 63bd3bacd4f6_newsroom-ai. Retry count = 0
2025-08-08T23:15:05.3726335Z Container spec TerminationMessagePolicy  path 
2025-08-08T23:15:05.3903288Z Container is terminated. Total time elapsed: 5065 ms.
2025-08-08T23:15:05.4101660Z Site container: newsroom-ai terminated during site startup.
2025-08-08T23:15:05.4209570Z Site: newsroom-ai stopped.
2025-08-08T23:15:16.998Z INFO  - 3.11_20250723.2.tuxprod Pulling from appsvc/python
2025-08-08T23:15:17.045Z INFO  -  Digest: sha256:517bdc46b4270b6405bed2f7c4bf003d29a64ab1172ad9197e1347b1dca1e3d0
2025-08-08T23:15:17.046Z INFO  -  Status: Image is up to date for 10.1.0.6:13209/appsvc/python:3.11_20250723.2.tuxprod
2025-08-08T23:15:17.098Z INFO  - Pull Image successful, Time taken: 0 Seconds
2025-08-08T23:15:17.435Z INFO  - Starting container for site
2025-08-08T23:15:17.436Z INFO  - docker run -d --expose=8000 --name newsroom-ai_0_ec7719d3 -e WEBSITE_USE_DIAGNOSTIC_SERVER=false -e WEBSITE_SITE_NAME=newsroom-ai -e WEBSITE_AUTH_ENABLED=False -e WEBSITE_ROLE_INSTANCE_ID=0 -e WEBSITE_HOSTNAME=newsroom-ai.azurewebsites.net -e WEBSITE_INSTANCE_ID=6f2978b61f339eeffd2de0fbd1035abfc785be48acaa2538361e33d044856829 appsvc/python:3.11_20250723.2.tuxprod REDACTED
2025-08-08T23:15:17.437Z INFO  - Logging is not enabled for this container.
Please use https://aka.ms/linux-diagnostics to enable logging to see container logs here.
2025-08-08T23:15:22.063Z INFO  - Initiating warmup request to container newsroom-ai_0_ec7719d3 for site newsroom-ai
2025-08-08T23:15:40.084Z INFO  - Waiting for response to warmup request for container newsroom-ai_0_ec7719d3. Elapsed time = 18.0389503 sec
2025-08-08T23:15:56.972Z INFO  - Waiting for response to warmup request for container newsroom-ai_0_ec7719d3. Elapsed time = 34.9270496 sec
2025-08-08T23:16:14.158Z INFO  - Waiting for response to warmup request for container newsroom-ai_0_ec7719d3. Elapsed time = 52.1130023 sec
2025-08-08T23:16:32.823Z INFO  - Waiting for response to warmup request for container newsroom-ai_0_ec7719d3. Elapsed time = 70.778206 sec
2025-08-08T23:16:50.060Z INFO  - Waiting for response to warmup request for container newsroom-ai_0_ec7719d3. Elapsed time = 88.0148509 sec
2025-08-08T23:17:15.672Z INFO  - Waiting for response to warmup request for container newsroom-ai_0_ec7719d3. Elapsed time = 113.5991397 sec
2025-08-08T23:17:40.593Z INFO  - Waiting for response to warmup request for container newsroom-ai_0_ec7719d3. Elapsed time = 138.5481228 sec
